Lot Frontage,Lot Area,Neighborhood,House Style,Overall Qual,Year Built,Exterior 1st,Mas Vnr Area,Exter Qual,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Bedroom AbvGr,Kitchen Qual,Fireplaces,Garage Type,Garage Finish,Garage Area,Paved Drive,Total Outdoor SF (Porch),Total Bath,SalePrice
53.0,7155,Crawfor,2Story,6,1926,Wd Sdng,0.0,TA,BrkTil,TA,TA,No,Unf,686.0,TA,Y,SBrkr,686,775,3,TA,1,Detchd,Unf,225.0,N,116,1.0,135000
53.0,7128,Crawfor,2.5Unf,7,1941,MetalSd,0.0,TA,CBlock,TA,TA,No,Rec,918.0,Gd,Y,SBrkr,918,728,4,TA,2,Detchd,Unf,240.0,Y,126,2.0,164000
40.0,4280,Crawfor,1Story,5,1913,WdShing,0.0,TA,PConc,TA,TA,No,LwQ,440.0,TA,N,SBrkr,694,0,2,Gd,1,Detchd,Unf,352.0,P,34,1.0,90350
53.0,5362,Crawfor,1.5Fin,5,1910,Wd Sdng,0.0,TA,PConc,TA,TA,No,Unf,661.0,Ex,Y,SBrkr,661,589,3,TA,1,Detchd,Unf,552.0,Y,323,2.0,139000
50.0,6305,Crawfor,1Story,5,1938,MetalSd,0.0,TA,PConc,Fa,Fa,No,Unf,920.0,Ex,Y,SBrkr,954,0,2,Fa,1,Basment,Unf,240.0,Y,0,1.0,119750
82.0,7136,Crawfor,2Story,6,1946,MetalSd,423.0,TA,CBlock,Gd,TA,No,Rec,979.0,TA,N,FuseF,979,979,4,TA,0,Attchd,Unf,492.0,Y,0,2.0,145000
82.0,6270,Crawfor,2Story,5,1949,MetalSd,0.0,TA,CBlock,TA,TA,No,BLQ,1001.0,TA,N,FuseA,1001,1001,4,TA,0,2Types,Unf,871.0,Y,0,2.0,145000
60.0,7230,Crawfor,2.5Unf,7,1927,VinylSd,0.0,TA,BrkTil,TA,TA,No,Unf,851.0,Gd,Y,SBrkr,867,851,4,Gd,1,Detchd,Unf,264.0,Y,504,2.5,238000
126.0,13108,Crawfor,1Story,5,1951,Wd Sdng,0.0,TA,CBlock,None,None,None,None,0.0,Fa,Y,SBrkr,1226,0,2,TA,1,Attchd,Fin,400.0,Y,546,1.5,153500
86.0,22420,Crawfor,2Story,6,1918,Wd Sdng,0.0,TA,BrkTil,Gd,TA,No,BLQ,1370.0,TA,N,FuseA,1370,1254,4,TA,1,Detchd,Unf,864.0,N,0,3.5,239000
78.0,12168,Crawfor,2Story,8,1934,BrkFace,0.0,TA,PConc,Gd,TA,Mn,BLQ,965.0,TA,Y,SBrkr,1940,1254,4,TA,2,Basment,Unf,380.0,Y,0,2.5,359100
110.0,7810,Crawfor,1.5Fin,4,1930,AsbShng,0.0,TA,BrkTil,TA,Gd,No,GLQ,930.0,Ex,Y,SBrkr,1230,525,4,Gd,1,Detchd,Unf,231.0,Y,40,2.0,188000
70.0,11275,Crawfor,1.5Fin,6,1932,MetalSd,480.0,TA,CBlock,TA,TA,Mn,Rec,854.0,TA,Y,SBrkr,1096,895,3,TA,1,Detchd,Unf,432.0,Y,19,1.5,220000
79.0,6221,Crawfor,1.5Fin,5,1941,VinylSd,0.0,TA,CBlock,TA,Fa,No,LwQ,728.0,Ex,Y,SBrkr,760,595,3,TA,0,Detchd,Unf,528.0,Y,144,2.0,140000
70.0,10570,Crawfor,2Story,8,1932,BrkFace,0.0,Gd,CBlock,Gd,Gd,No,Rec,853.0,TA,Y,SBrkr,1549,1178,3,Gd,2,Detchd,Unf,440.0,Y,74,2.5,315000
61.0,7259,Crawfor,2Story,6,1945,Wd Sdng,0.0,TA,CBlock,TA,TA,No,ALQ,1028.0,Ex,Y,SBrkr,1436,884,3,Gd,1,Detchd,Unf,180.0,Y,224,3.5,259500
110.0,14442,Crawfor,1Story,6,1957,CemntBd,106.0,TA,PConc,TA,TA,No,GLQ,1477.0,Ex,Y,SBrkr,1839,0,3,Gd,2,Attchd,Fin,416.0,Y,287,3.0,257500
75.0,13125,Crawfor,2Story,7,1940,Wd Sdng,0.0,TA,CBlock,TA,TA,No,BLQ,800.0,TA,Y,SBrkr,960,780,3,TA,2,Attchd,Unf,240.0,Y,0,1.5,219500
70.0,21000,Crawfor,1Story,6,1953,Wd Sdng,184.0,TA,CBlock,Gd,TA,Mn,ALQ,1809.0,TA,Y,SBrkr,2259,0,3,Gd,2,Basment,Unf,450.0,Y,478,3.0,217000
70.0,25485,Crawfor,1Story,6,1960,Wd Sdng,423.0,TA,CBlock,TA,Gd,Mn,LwQ,1560.0,TA,Y,SBrkr,1560,0,3,TA,3,Attchd,RFn,580.0,Y,659,1.5,201000
70.0,21579,Crawfor,1Story,6,1968,HdBoard,0.0,TA,PConc,Gd,TA,No,BLQ,1488.0,Ex,Y,SBrkr,1488,0,3,TA,2,Attchd,RFn,552.0,Y,216,2.5,215000
24.0,1782,Blueste,2Story,6,1980,MetalSd,0.0,TA,CBlock,Gd,TA,No,GLQ,516.0,Gd,Y,SBrkr,529,516,2,TA,1,Detchd,Unf,462.0,Y,180,1.0,123900
70.0,17871,Crawfor,1Story,4,1995,VinylSd,0.0,TA,PConc,Gd,TA,No,Unf,1680.0,Gd,Y,SBrkr,1680,0,4,Gd,0,Attchd,Unf,628.0,Y,152,2.0,170000
35.0,3907,Blueste,1Story,8,1988,HdBoard,0.0,TA,CBlock,Gd,TA,Gd,GLQ,1004.0,Gd,Y,SBrkr,1020,0,1,TA,0,Attchd,Unf,509.0,Y,135,2.0,200000
70.0,20693,Crawfor,1Story,7,1971,Plywood,652.0,TA,CBlock,Gd,TA,No,Rec,1696.0,Ex,Y,SBrkr,1696,0,3,TA,2,Attchd,Fin,625.0,Y,146,2.0,198000
70.0,32668,Crawfor,1Story,6,1957,Wd Sdng,0.0,Gd,PConc,TA,TA,No,Rec,2035.0,TA,Y,SBrkr,2515,0,4,TA,2,Attchd,RFn,484.0,Y,200,4.0,200624
70.0,18044,Crawfor,1Story,8,1986,WdShing,0.0,Gd,CBlock,Gd,TA,No,Unf,279.0,Gd,Y,SBrkr,2726,0,2,Gd,1,Attchd,Fin,691.0,Y,449,2.5,315000
85.0,8500,IDOTRR,1.5Fin,5,1919,CemntBd,0.0,TA,CBlock,TA,TA,No,Unf,793.0,TA,N,FuseF,997,520,3,Fa,0,None,None,0.0,N,144,2.0,115000
50.0,7000,IDOTRR,1.5Fin,6,1940,Wd Sdng,0.0,TA,BrkTil,TA,TA,No,ALQ,720.0,Gd,Y,FuseA,720,495,3,Gd,0,Detchd,Fin,720.0,Y,30,1.0,141000
50.0,5000,IDOTRR,1.5Unf,5,1941,MetalSd,0.0,TA,CBlock,TA,TA,Av,BLQ,720.0,Po,N,FuseF,803,0,2,TA,0,Detchd,Unf,360.0,Y,244,1.0,87000
50.0,7288,IDOTRR,1.5Fin,5,1925,VinylSd,0.0,Gd,BrkTil,TA,Po,No,Unf,936.0,Ex,Y,SBrkr,936,665,3,TA,0,None,None,0.0,N,0,2.0,129850
50.0,6060,IDOTRR,1.5Fin,4,1939,AsbShng,0.0,TA,PConc,TA,TA,No,Unf,732.0,Gd,Y,SBrkr,772,351,3,TA,0,Detchd,Unf,264.0,P,140,1.0,100000
50.0,9060,IDOTRR,2Story,5,1923,Wd Sdng,0.0,TA,BrkTil,Gd,TA,No,ALQ,859.0,Ex,Y,SBrkr,942,886,3,Gd,0,Detchd,None,0.0,Y,386,2.0,150909
46.0,3672,IDOTRR,1Story,5,1922,Stucco,0.0,TA,BrkTil,TA,TA,No,Unf,816.0,Ex,Y,SBrkr,816,0,2,TA,0,Detchd,Unf,100.0,N,96,1.0,75200
59.0,8263,IDOTRR,1Story,6,1920,BrkFace,0.0,TA,BrkTil,TA,TA,No,Unf,1012.0,TA,Y,FuseA,1012,0,2,TA,1,Detchd,Unf,308.0,Y,134,1.0,118400
60.0,8967,IDOTRR,1Story,5,1920,MetalSd,0.0,TA,BrkTil,Fa,Po,No,Unf,961.0,Gd,Y,Mix,1077,0,2,TA,0,Detchd,Unf,338.0,N,0,1.0,67000
75.0,13710,IDOTRR,1.5Fin,5,1950,Wd Sdng,0.0,TA,CBlock,TA,TA,No,BLQ,910.0,TA,Y,FuseA,910,648,4,TA,0,Attchd,Unf,282.0,Y,289,1.5,152000
64.0,11067,IDOTRR,1.5Fin,2,1939,MetalSd,0.0,TA,BrkTil,None,None,None,None,0.0,Ex,Y,SBrkr,640,0,1,TA,0,Detchd,Unf,256.0,N,48,1.0,68104
75.0,8250,IDOTRR,2Story,5,1895,VinylSd,0.0,TA,CBlock,TA,TA,No,Unf,957.0,Fa,N,SBrkr,1034,957,4,TA,0,None,None,0.0,N,133,2.0,119600
65.0,6565,IDOTRR,1Story,4,1957,MetalSd,0.0,TA,CBlock,TA,TA,No,GLQ,1073.0,Gd,Y,FuseA,1073,0,3,TA,0,Detchd,Unf,720.0,Y,444,2.0,140000
60.0,6060,IDOTRR,1Story,5,1930,MetalSd,0.0,Gd,BrkTil,TA,TA,No,ALQ,837.0,Ex,Y,SBrkr,1001,0,2,Gd,0,Detchd,Unf,216.0,N,196,1.0,124900
59.0,5568,Crawfor,1Story,8,2006,CemntBd,473.0,Gd,PConc,Gd,TA,Gd,GLQ,1573.0,Gd,Y,SBrkr,1625,0,2,Gd,1,Attchd,Fin,495.0,Y,276,3.5,375000
44.0,4750,Crawfor,1Story,8,2006,VinylSd,481.0,Gd,PConc,Gd,TA,Gd,GLQ,1573.0,Ex,Y,SBrkr,1625,0,2,Gd,1,Attchd,Fin,538.0,Y,276,3.5,235000
74.0,12150,Mitchel,SFoyer,6,1979,HdBoard,0.0,TA,CBlock,Gd,TA,Av,GLQ,1001.0,TA,Y,SBrkr,1299,0,2,Gd,1,BuiltIn,RFn,486.0,Y,306,3.0,183500
74.0,7540,Mitchel,SFoyer,6,1978,VinylSd,0.0,TA,CBlock,Gd,TA,Av,GLQ,888.0,Ex,Y,SBrkr,912,0,2,TA,1,Attchd,RFn,470.0,Y,192,2.0,156000
71.0,9187,Mitchel,1Story,6,1983,VinylSd,0.0,TA,PConc,TA,TA,No,ALQ,1084.0,TA,Y,SBrkr,1080,0,3,TA,0,Attchd,Unf,484.0,Y,278,1.5,134000
80.0,10000,Mitchel,1Story,5,2002,VinylSd,166.0,Gd,PConc,Gd,TA,No,GLQ,1441.0,Ex,Y,SBrkr,1392,0,3,Gd,1,Attchd,Fin,650.0,Y,217,2.0,215000
44.0,12864,Mitchel,1Story,7,2002,VinylSd,0.0,Gd,PConc,Gd,TA,No,GLQ,1409.0,Ex,Y,SBrkr,1409,0,1,Gd,1,Attchd,RFn,576.0,Y,289,2.5,245000
74.0,9928,Mitchel,1Story,7,1991,HdBoard,0.0,TA,PConc,Gd,TA,No,GLQ,1454.0,TA,Y,SBrkr,1478,0,3,TA,1,Attchd,Unf,506.0,Y,136,3.0,210000
74.0,8750,Mitchel,SLvl,7,1975,Plywood,50.0,TA,CBlock,TA,TA,Av,Rec,852.0,TA,Y,SBrkr,918,0,3,TA,0,Attchd,Unf,360.0,Y,276,1.5,148000
82.0,8410,Mitchel,SFoyer,6,1974,Plywood,0.0,TA,CBlock,Gd,TA,Av,ALQ,970.0,TA,Y,SBrkr,1026,0,2,TA,1,Attchd,Unf,528.0,Y,193,2.0,143000
46.0,4054,Timber,1Story,7,1987,VinylSd,352.0,Gd,BrkTil,Gd,TA,Av,GLQ,1501.0,Ex,Y,SBrkr,1501,0,2,Gd,2,Attchd,Fin,512.0,Y,240,3.0,244000
70.0,9763,GrnHill,1Story,7,1998,Wd Sdng,239.0,Gd,PConc,Gd,TA,No,GLQ,1502.0,Ex,Y,SBrkr,1502,0,1,Gd,1,Attchd,Fin,286.0,Y,0,2.5,330000
115.0,16905,Timber,1Story,5,1959,VinylSd,0.0,TA,CBlock,TA,TA,Gd,BLQ,1350.0,Gd,Y,SBrkr,1328,0,2,TA,2,Attchd,RFn,308.0,P,104,2.0,170000
149.0,19958,Timber,1Story,6,1958,HdBoard,1224.0,TA,CBlock,TA,TA,No,Unf,585.0,Gd,Y,SBrkr,2279,0,4,Gd,1,Attchd,RFn,461.0,Y,412,2.5,257000
67.0,8368,Timber,1Story,7,2006,VinylSd,0.0,Gd,PConc,Gd,TA,No,Unf,1689.0,Ex,Y,SBrkr,1689,0,3,Gd,0,Attchd,Fin,433.0,Y,139,2.0,231713
68.0,8298,Timber,1Story,8,2006,VinylSd,0.0,Gd,PConc,Gd,TA,Av,GLQ,1546.0,Ex,Y,SBrkr,1564,0,2,Ex,1,Attchd,RFn,502.0,Y,132,2.0,267300
64.0,9037,Timber,1Story,8,2006,VinylSd,32.0,Gd,PConc,Gd,TA,Av,GLQ,1476.0,Ex,Y,SBrkr,1484,0,2,Ex,1,Attchd,RFn,472.0,Y,153,2.0,265900
89.0,10991,Timber,1Story,8,2007,VinylSd,80.0,Gd,PConc,Gd,TA,Gd,Unf,1571.0,Ex,Y,SBrkr,1571,0,3,Gd,1,Attchd,Fin,722.0,Y,136,2.0,239000
67.0,10656,Timber,1Story,8,2006,VinylSd,274.0,Gd,PConc,Gd,TA,Av,Unf,1638.0,Ex,Y,SBrkr,1646,0,3,Gd,1,Attchd,RFn,870.0,Y,272,2.0,248900
42.0,10331,Timber,1Story,7,1985,Plywood,0.0,TA,CBlock,Gd,TA,No,ALQ,1265.0,Gd,Y,SBrkr,1240,0,3,Gd,0,Attchd,Unf,528.0,Y,232,2.5,174000
44.0,13758,Timber,1.5Fin,7,1990,HdBoard,117.0,Gd,CBlock,Gd,TA,Mn,LwQ,1156.0,Ex,Y,SBrkr,1187,530,3,Gd,1,Attchd,RFn,400.0,Y,204,2.5,187500
82.0,9303,Timber,2Story,6,1996,VinylSd,42.0,Gd,PConc,Ex,TA,No,ALQ,872.0,Ex,Y,SBrkr,888,868,3,TA,0,Attchd,Fin,422.0,Y,266,3.5,204000
82.0,6718,Timber,1Story,8,2001,VinylSd,86.0,Gd,PConc,Ex,TA,Mn,GLQ,1267.0,Ex,Y,SBrkr,1312,0,2,Gd,0,Attchd,Unf,471.0,Y,284,2.0,180500
73.0,9590,Timber,SLvl,7,2003,VinylSd,442.0,Gd,PConc,Ex,TA,Av,GLQ,868.0,Ex,Y,SBrkr,1146,0,3,Gd,1,Attchd,Fin,438.0,Y,182,3.0,187500
80.0,11305,Timber,1Story,8,2002,VinylSd,886.0,Gd,PConc,Gd,TA,Av,GLQ,1922.0,Ex,Y,SBrkr,1922,0,2,Gd,1,Attchd,Fin,692.0,Y,265,3.0,282000
82.0,7777,Timber,1Story,6,1996,VinylSd,203.0,Gd,PConc,Ex,TA,No,Unf,1491.0,Ex,Y,SBrkr,1491,0,3,TA,1,Attchd,Fin,571.0,Y,35,2.0,178000
85.0,14536,Timber,1Story,8,2002,VinylSd,236.0,Gd,PConc,Gd,TA,Av,GLQ,1616.0,Ex,Y,SBrkr,1629,0,3,Gd,1,Attchd,Fin,808.0,Y,252,3.0,270000
82.0,11800,Timber,2Story,7,2003,VinylSd,94.0,Gd,PConc,Gd,TA,Gd,GLQ,1122.0,Ex,Y,SBrkr,1146,1340,5,Gd,1,BuiltIn,Fin,452.0,Y,175,4.5,279900
50.0,35133,Timber,1Story,5,1963,MetalSd,226.0,TA,CBlock,TA,TA,Gd,Rec,1572.0,Gd,Y,SBrkr,1572,0,3,TA,2,2Types,RFn,995.0,Y,526,2.5,186700
93.0,15306,Timber,1Story,8,2006,VinylSd,100.0,Gd,PConc,Ex,TA,Gd,GLQ,1732.0,Ex,Y,SBrkr,1776,0,3,Gd,1,Attchd,Fin,712.0,Y,0,3.0,283463
85.0,12633,Timber,1Story,10,2006,MetalSd,242.0,Ex,PConc,Ex,TA,Gd,Unf,1824.0,Ex,Y,SBrkr,1824,0,3,Ex,1,Attchd,Fin,932.0,Y,304,2.0,392000
88.0,12665,Timber,2Story,8,2005,VinylSd,245.0,Gd,PConc,Gd,Gd,Gd,Unf,1094.0,Ex,Y,SBrkr,1133,1349,4,Gd,1,BuiltIn,Fin,642.0,Y,183,2.5,281213
70.0,8402,Mitchel,1Story,5,2007,VinylSd,0.0,TA,PConc,Gd,TA,No,ALQ,1120.0,Ex,Y,SBrkr,1120,0,3,TA,0,None,None,0.0,Y,30,1.0,147000
200.0,43500,Mitchel,1Story,3,1953,MetalSd,0.0,TA,CBlock,None,None,None,None,0.0,Ex,Y,SBrkr,2034,0,2,TA,0,2Types,RFn,1041.0,N,749,1.0,130000
62.0,6710,Mitchel,SFoyer,6,1996,VinylSd,134.0,TA,PConc,Ex,TA,Av,Rec,920.0,Ex,Y,SBrkr,936,0,0,TA,0,Attchd,Fin,460.0,Y,40,2.5,140000
94.0,25286,Mitchel,1Story,4,1963,HdBoard,0.0,TA,PConc,TA,TA,Gd,ALQ,1064.0,Gd,Y,SBrkr,1040,0,3,TA,0,Attchd,Unf,648.0,Y,0,2.0,132250
100.0,25000,Mitchel,1Story,5,1967,HdBoard,0.0,TA,CBlock,TA,TA,Av,Unf,1632.0,TA,Y,SBrkr,1632,0,4,TA,0,Attchd,Unf,576.0,P,0,2.0,143000
74.0,32463,Mitchel,1Story,4,1961,MetalSd,149.0,TA,CBlock,TA,TA,Av,BLQ,1249.0,Ex,Y,SBrkr,1622,0,3,TA,1,2Types,Fin,1356.0,Y,439,2.0,168000
44.0,4224,MeadowV,1Story,5,1976,CemntBd,0.0,TA,PConc,Gd,TA,No,GLQ,1040.0,TA,Y,SBrkr,1060,0,3,TA,1,Attchd,Unf,572.0,Y,210,2.0,129900
44.0,4224,MeadowV,1Story,5,1976,CemntBd,0.0,TA,PConc,Gd,TA,No,ALQ,1142.0,TA,Y,SBrkr,1142,0,3,TA,1,Attchd,Fin,528.0,Y,626,2.5,134000
21.0,1504,MeadowV,2Story,4,1972,CemntBd,0.0,TA,CBlock,TA,TA,No,BLQ,546.0,TA,Y,SBrkr,546,546,3,TA,0,Attchd,Unf,253.0,Y,0,1.5,85500
21.0,1533,MeadowV,SLvl,4,1970,CemntBd,0.0,TA,CBlock,Gd,TA,Av,GLQ,530.0,TA,Y,SBrkr,530,462,2,TA,0,BuiltIn,Fin,297.0,Y,209,2.0,106500
21.0,1495,MeadowV,2Story,4,1970,CemntBd,189.0,TA,CBlock,TA,TA,No,ALQ,546.0,Ex,Y,SBrkr,546,546,3,TA,0,None,None,0.0,Y,64,1.5,93900
21.0,2001,MeadowV,2Story,4,1970,CemntBd,80.0,TA,CBlock,TA,TA,No,Unf,546.0,Fa,Y,SBrkr,546,546,3,TA,0,Attchd,Unf,286.0,Y,0,1.5,75000
21.0,1936,MeadowV,SFoyer,4,1970,CemntBd,0.0,TA,CBlock,Gd,TA,Av,BLQ,630.0,Gd,Y,SBrkr,630,0,1,TA,0,None,None,0.0,Y,0,2.0,84500
21.0,1890,MeadowV,2Story,4,1976,CemntBd,0.0,TA,CBlock,TA,TA,No,Unf,546.0,Ex,Y,SBrkr,546,546,3,TA,0,Attchd,Unf,286.0,Y,0,1.5,75190
74.0,11333,Mitchel,SLvl,6,1976,HdBoard,0.0,TA,PConc,Gd,TA,Av,ALQ,1029.0,TA,Y,SBrkr,1062,0,3,TA,2,Attchd,RFn,539.0,Y,120,2.0,146800
72.0,9129,Mitchel,SFoyer,5,1977,Plywood,144.0,TA,PConc,Gd,TA,Av,GLQ,923.0,TA,Y,SBrkr,1008,0,1,Gd,1,Attchd,Fin,678.0,Y,267,2.0,153500
74.0,15957,Mitchel,SLvl,6,1977,HdBoard,0.0,TA,PConc,Gd,TA,Gd,GLQ,1244.0,TA,Y,SBrkr,1356,0,3,TA,1,Attchd,Fin,528.0,Y,1424,4.0,188000
61.0,33983,Mitchel,1Story,5,1977,Plywood,0.0,TA,PConc,TA,TA,Mn,ALQ,1160.0,TA,Y,SBrkr,1676,0,3,Gd,2,Attchd,RFn,672.0,P,780,2.5,196000
68.0,8286,Mitchel,2Story,5,1977,Plywood,0.0,TA,PConc,Gd,TA,No,Rec,716.0,Ex,Y,SBrkr,716,716,3,TA,1,Attchd,Fin,531.0,Y,376,2.5,157000
50.0,6723,Mitchel,SFoyer,5,1971,Wd Sdng,0.0,TA,CBlock,Gd,TA,Av,GLQ,796.0,TA,Y,SBrkr,796,0,2,TA,0,None,None,0.0,Y,129,1.5,138000
54.0,7244,Mitchel,SFoyer,5,1970,VinylSd,0.0,TA,CBlock,Gd,TA,Av,ALQ,768.0,Ex,Y,SBrkr,768,0,2,TA,0,Detchd,Unf,624.0,Y,104,2.0,129500
124.0,27697,Mitchel,1Story,4,1961,Plywood,198.0,TA,CBlock,TA,TA,No,BLQ,1396.0,TA,N,SBrkr,1608,0,3,TA,0,Attchd,Unf,444.0,Y,190,1.0,80000
69.0,7599,Mitchel,1Story,4,1982,HdBoard,0.0,TA,CBlock,TA,TA,No,ALQ,845.0,TA,Y,SBrkr,845,0,2,TA,0,Detchd,Unf,360.0,Y,0,2.0,129500
74.0,11000,Mitchel,1Story,5,1976,Plywood,0.0,TA,PConc,Gd,TA,No,LwQ,1090.0,TA,Y,SBrkr,1178,0,3,TA,0,Attchd,Unf,502.0,Y,132,2.5,135000
76.0,8314,Mitchel,1Story,5,1982,HdBoard,0.0,TA,CBlock,TA,TA,Gd,ALQ,816.0,TA,Y,SBrkr,816,0,2,TA,0,Attchd,Unf,264.0,Y,168,1.0,124500
65.0,11625,Mitchel,1Story,5,1983,HdBoard,0.0,TA,CBlock,Gd,TA,No,ALQ,816.0,TA,Y,SBrkr,816,0,2,TA,0,Attchd,Fin,264.0,Y,330,2.0,139000
63.0,10712,Mitchel,1Story,5,1991,HdBoard,0.0,TA,PConc,Gd,TA,Mn,BLQ,974.0,TA,Y,SBrkr,974,0,3,TA,0,None,None,0.0,Y,28,1.0,93500
62.0,10447,Mitchel,1Story,5,1984,Plywood,0.0,TA,CBlock,TA,TA,No,ALQ,864.0,TA,Y,SBrkr,887,0,3,TA,0,Attchd,RFn,288.0,Y,140,1.5,124500
73.0,11027,NAmes,1Story,6,1954,Wd Sdng,28.0,TA,CBlock,TA,TA,No,BLQ,1178.0,Gd,Y,SBrkr,1293,0,2,TA,0,Attchd,RFn,452.0,Y,280,3.0,149900
85.0,10533,NAmes,1Story,6,1956,VinylSd,244.0,TA,CBlock,TA,TA,No,Rec,1008.0,TA,Y,SBrkr,1024,0,2,Gd,2,Attchd,Unf,313.0,Y,280,2.0,157500
73.0,11765,NAmes,1Story,5,1957,Wd Sdng,302.0,TA,CBlock,TA,TA,Mn,Rec,1617.0,Fa,Y,SBrkr,1797,0,3,TA,1,Attchd,Unf,963.0,Y,0,1.5,169000
73.0,39384,NAmes,1Story,6,1957,Wd Sdng,902.0,TA,CBlock,Gd,TA,Gd,ALQ,1705.0,Ex,Y,SBrkr,1390,0,1,Ex,2,Attchd,Unf,550.0,Y,189,2.5,252000
90.0,11727,NAmes,1Story,7,1969,HdBoard,434.0,TA,CBlock,TA,TA,Mn,Unf,1851.0,Gd,Y,SBrkr,1851,0,3,TA,1,Attchd,Fin,506.0,Y,146,2.0,192100
60.0,8238,Gilbert,2Story,6,1997,VinylSd,0.0,TA,PConc,TA,TA,No,GLQ,813.0,Ex,Y,SBrkr,813,712,3,TA,1,Attchd,Fin,400.0,Y,493,3.5,183500
64.0,13006,Gilbert,2Story,7,1997,HdBoard,285.0,TA,PConc,Gd,TA,No,Unf,964.0,Gd,Y,SBrkr,993,1243,4,Gd,1,BuiltIn,Fin,642.0,Y,0,2.5,222000
64.0,13041,Gilbert,2Story,6,1995,HdBoard,0.0,TA,PConc,Gd,TA,No,Unf,781.0,Gd,Y,SBrkr,781,890,3,TA,1,Attchd,Fin,423.0,Y,84,2.5,170000
64.0,13031,Gilbert,2Story,6,1995,HdBoard,0.0,TA,PConc,Gd,TA,No,ALQ,691.0,Gd,Y,SBrkr,691,807,3,TA,1,Attchd,Fin,409.0,Y,359,2.5,187500
54.0,9783,Gilbert,2Story,6,1996,HdBoard,0.0,TA,PConc,Gd,TA,No,Unf,821.0,Gd,Y,SBrkr,821,955,3,TA,1,BuiltIn,Fin,443.0,Y,402,2.5,202000
70.0,11207,Gilbert,2Story,6,1997,VinylSd,0.0,TA,PConc,Gd,TA,Av,GLQ,802.0,Gd,Y,SBrkr,802,709,3,TA,1,Attchd,Fin,413.0,Y,170,3.5,185000
134.0,19378,Gilbert,2Story,7,2005,VinylSd,456.0,Gd,PConc,Gd,TA,Mn,GLQ,1392.0,Ex,Y,SBrkr,1392,1070,4,Gd,1,Attchd,RFn,576.0,Y,371,3.5,320000
50.0,14859,Gilbert,1Story,7,2006,VinylSd,27.0,Gd,PConc,Gd,TA,No,Unf,1670.0,Ex,Y,SBrkr,1670,0,3,Gd,1,Attchd,RFn,690.0,Y,204,2.0,240000
50.0,13128,Gilbert,2Story,8,2005,VinylSd,216.0,Gd,PConc,Gd,TA,No,Unf,1074.0,Ex,Y,SBrkr,1074,990,4,Gd,1,Attchd,Fin,527.0,Y,119,2.5,250000
72.0,10463,Gilbert,2Story,8,2005,VinylSd,0.0,Gd,PConc,Gd,TA,No,Unf,893.0,Ex,Y,SBrkr,901,900,3,Gd,1,Attchd,Fin,800.0,Y,116,2.5,239900
42.0,13751,Gilbert,2Story,7,2005,VinylSd,248.0,Gd,PConc,Gd,TA,Av,GLQ,1700.0,Ex,Y,SBrkr,1700,512,3,Gd,1,Attchd,Fin,773.0,Y,390,3.5,309000
168.0,23257,Gilbert,2Story,7,2006,VinylSd,0.0,Gd,PConc,Ex,Gd,No,Unf,868.0,Ex,Y,SBrkr,887,1134,3,Gd,1,BuiltIn,RFn,422.0,Y,100,2.5,274725
68.0,13108,StoneBr,2Story,8,1994,CemntBd,0.0,Gd,PConc,Gd,TA,No,Unf,2062.0,Ex,Y,SBrkr,2079,608,4,Gd,0,Attchd,Fin,618.0,Y,180,2.5,270000
64.0,8076,Gilbert,1Story,6,1993,HdBoard,112.0,TA,PConc,Gd,TA,No,GLQ,1160.0,Gd,Y,SBrkr,1169,0,3,TA,1,Attchd,Fin,402.0,Y,170,2.5,183500
64.0,7685,Gilbert,2Story,6,1993,HdBoard,112.0,TA,PConc,Gd,TA,No,ALQ,697.0,Gd,Y,SBrkr,697,804,3,Gd,1,Attchd,Fin,420.0,Y,253,2.5,165600
63.0,9084,Gilbert,2Story,7,1998,VinylSd,0.0,TA,PConc,Gd,TA,No,Unf,935.0,Gd,Y,SBrkr,955,677,3,TA,1,Attchd,Fin,462.0,Y,28,2.5,176500
30.0,3701,StoneBr,1Story,8,1987,HdBoard,0.0,TA,CBlock,Gd,TA,No,Unf,1191.0,TA,Y,SBrkr,1204,0,2,TA,0,Attchd,RFn,461.0,Y,190,2.0,130000
44.0,5306,StoneBr,2Story,7,1987,HdBoard,0.0,Gd,PConc,Gd,Gd,No,GLQ,1064.0,Gd,Y,SBrkr,1064,703,2,Gd,1,Attchd,RFn,504.0,Y,476,3.0,239000
60.0,6563,StoneBr,1Story,8,1985,HdBoard,0.0,Gd,PConc,Gd,TA,Gd,GLQ,1742.0,TA,Y,SBrkr,1742,0,2,Gd,1,Attchd,RFn,564.0,Y,376,3.0,275000
59.0,16023,StoneBr,2Story,9,2005,VinylSd,600.0,Gd,PConc,Ex,TA,Gd,GLQ,1398.0,Ex,Y,SBrkr,1414,1384,3,Ex,1,BuiltIn,Fin,670.0,Y,219,4.5,457347
60.0,18062,StoneBr,2Story,10,2006,CemntBd,662.0,Ex,PConc,Ex,TA,Gd,Unf,1528.0,Ex,Y,SBrkr,1528,1862,5,Ex,1,BuiltIn,Fin,758.0,Y,238,3.5,545224
